date,cpi_food,cpi_apparel,consumer_sentiment,wmt_adj_close,wmt_volume,dg_adj_close,dg_volume,cpi_food_mom_pct,cpi_apparel_mom_pct,cpi_food_yoy_pct,cpi_apparel_yoy_pct,wmt_mom_pct,dg_mom_pct
2022-01-01,289.772,124.079,67.2,44.0616,164148268,193.2932,46948549,,,,,,
2022-02-01,292.794,127.868,62.8,42.5962,162575143,183.8919,38715715,1.0428888919564283,3.0536996590881715,,,-3.325798427655813,-4.863751026937324
2022-03-01,295.728,128.919,59.4,47.1139,185368469,206.4125,48473831,1.00206971454333,0.821941377045099,,,10.605875641489138,12.246651429453937
2022-04-01,298.711,127.126,65.2,48.4016,142211450,220.7624,37912350,1.0086971811935408,-1.3907957709879848,,,2.733163673565553,6.952049900078738
2022-05-01,302.038,126.97,58.4,40.844,272075714,204.7859,55729334,1.1137855653122974,-0.12271289901357729,,,-15.61435985587254,-7.236966077556694
2022-06-01,305.041,126.619,50.0,38.6054,170929925,228.114,38180591,0.9942457571563867,-0.2764432543120421,,,-5.480853981000877,11.391458103316676
2022-07-01,308.532,125.188,51.5,41.9299,157646467,231.4084,31441091,1.14443632167478,-1.1301621399631978,,,8.611489584358667,1.4441901856089512
2022-08-01,310.875,127.328,58.2,42.2703,208094056,221.1528,36177402,0.759402590330982,1.7094290187557926,,,0.8118311753664953,-4.431818378243824
2022-09-01,313.142,130.143,58.6,41.3614,138652720,223.4256,36647862,0.7292320064334445,2.210825584317666,,,-2.15020948514677,1.0277057310601467
2022-10-01,315.323,129.414,59.9,45.3891,116898368,238.105,34927869,0.6964891327257305,-0.5601530624006035,,,9.73782318780312,6.5701513165904
2022-11-01,315.857,126.728,56.7,48.6068,151667100,238.6931,33320555,0.16935015840902068,-2.0755096048340915,,,7.089146953784065,0.24699187333319106
2022-12-01,316.839,124.587,59.8,45.3871,127378355,230.4031,50167461,0.3109001858435878,-1.6894451107884567,,,-6.623970308681093,-3.47307902909636
2023-01-01,319.136,127.875,64.9,46.0529,108018377,218.5672,43055193,0.7249738826344165,2.6391196513279924,10.133484256587955,3.0593412261542996,1.466936640587324,-5.137040256836811
2023-02-01,320.569,132.039,66.9,45.4959,122852846,202.3805,35124592,0.44902486714129,3.256304985337244,9.486191656932874,3.261957643820179,-1.2094786647529276,-7.405823014615187
2023-03-01,320.863,133.112,62.0,47.3934,174886446,196.9163,49424483,0.09171192473382828,0.8126386900839888,8.499364280690358,3.252429820274738,4.170705492143245,-2.6999636822717665
2023-04-01,321.566,131.762,63.7,48.5248,100262054,207.7724,30697298,0.21909662379269168,-1.0141835446841663,7.651208023808942,3.646775639916311,2.3872522334333457,5.513053007800783
2023-05-01,322.249,131.382,59.0,47.3858,134859408,188.6614,41577160,0.21239807691113555,-0.28839877961779337,6.691542123838734,3.4748365755690402,-2.3472533632286963,-9.198045553692413
2023-06-01,322.556,130.51,64.2,50.7122,130117580,159.2865,107861265,0.09526794497420887,-0.6637134462864069,5.741851095426509,3.072998523128434,7.019824504387384,-15.570169626643281
2023-07-01,323.523,129.172,71.5,51.5769,90731584,158.9765,46246755,0.29979290417789795,-1.0252087962608236,4.858815293065244,3.182413649870597,1.705112379269691,-0.19461787408223685
2023-08-01,324.1,131.262,69.4,52.6507,130561477,130.3935,63428091,0.17834898909814267,1.617997708481722,4.254121431443503,3.089658205579293,2.081939783119968,-17.97938689051527
2023-09-01,324.704,133.157,67.8,51.783,110414265,99.6075,108508711,0.1863622338784232,1.4436775304353278,3.6922546320838467,2.3159140330252237,-1.648031270239525,-23.610072587974084
2023-10-01,325.731,132.786,63.8,52.9098,114669143,112.7103,95129898,0.316288065438064,-0.2786184729304586,3.3007424133349117,2.605591357967474,2.176003707780527,13.15443114223327
2023-11-01,325.172,128.093,61.3,50.4101,178862404,124.148,51195841,-0.17161400050961229,-3.534258129622103,2.9491193799725757,1.0771100309323822,-4.724455582897679,10.147874684035084
2023-12-01,325.409,125.794,69.7,51.2356,180851074,128.7212,69534593,0.07288450420084303,-1.7947897230918053,2.704843785013833,0.9688009182338364,1.63756866183562,3.683667880271946
2024-01-01,327.327,127.946,79.0,53.7056,127807712,125.5972,49338623,0.5894120937036229,1.7107334213078529,2.566617366890589,0.055522971652011144,4.820866741094076,-2.4269506499318028
2024-02-01,327.731,131.985,76.9,57.144,237140989,138.1883,40118672,0.12342397663498428,3.1568005252215814,2.234152397767719,-0.04089700770224525,6.402311863194909,10.02498463341539
2024-03-01,328.043,133.64,79.4,58.8645,337575517,148.4114,58212799,0.09520002685128315,1.2539303708754668,2.237715161922682,0.3966584530320283,3.0108147837043298,7.3979490304171724
2024-04-01,328.678,133.502,77.2,58.0623,303697400,132.8665,43825146,0.19357218413440513,-0.10326249625858264,2.2116766076015537,1.3205628329867602,-1.362790816196513,-10.474195378522122
2024-05-01,329.12,132.433,69.1,64.5541,401576473,130.6901,61962143,0.13447812144409266,-0.8007370676094916,2.1322021169964733,0.7999573762006884,11.18074895414065,-1.6380351706412055
2024-06-01,329.71,131.525,68.2,66.4683,288554527,126.2227,53534512,0.17926592124453133,-0.6856297146481505,2.2179094482818407,0.7777181825147528,2.965264793405842,-3.418315541881134
2024-07-01,330.561,129.466,66.4,67.3813,288076714,115.4481,46347960,0.2581056079585142,-1.5654818475574928,2.1754249311486173,0.2276035054036507,1.3735871084411544,-8.536182477478304
2024-08-01,330.75,131.683,67.9,76.0279,395298169,79.5641,107680421,0.05717552887365418,1.7124187045247208,2.0518358531317338,0.32073258064024834,12.8323436917958,-31.08236514936149
2024-09-01,332.083,135.537,70.1,79.4931,357719483,81.0985,108404408,0.4030234315948622,2.9267255454386687,2.2725312900364614,1.787363788610441,4.557800491661612,1.9285079577347153
2024-10-01,332.678,133.179,70.5,80.6744,274959626,77.2964,93312908,0.1791720744512615,-1.7397463423271864,2.1327414338825568,0.2959649360625427,1.486040926822585,-4.688249474404582
2024-11-01,332.904,129.542,71.8,91.0602,340426770,74.6214,80984683,0.06793355737380047,-2.7309110295166694,2.3778185083586534,1.1312093557025005,12.873724502444372,-3.4607045088775323
2024-12-01,333.566,127.354,74.0,89.1395,382131833,73.2211,89625217,0.19885612669117148,-1.6890274968736074,2.506691578905307,1.2401227403532777,-2.109263981410092,-1.8765394377484035
2025-01-01,335.517,128.464,71.7,96.8449,301854318,69.1701,71543889,0.5848917455615998,0.8715862870424251,2.5020850708924014,0.4048582995951344,8.64420374805781,-5.532558237994245
2025-02-01,336.274,132.774,64.7,97.2889,393516414,72.2071,63414662,0.2256219506016066,3.3550255324448885,2.6067109916364295,0.5977952040004508,0.4584650301667992,4.390625429195549
2025-03-01,337.751,134.082,57.0,86.8506,529717656,85.5915,98459939,0.4392251556766036,0.9851326313886632,2.9593681316168796,0.33073929961089377,-10.729178765511794,18.53612733373864
2025-04-01,337.747,132.544,52.2,96.2093,509882884,91.8118,107566822,-0.0011843044135928515,-1.1470592622425002,2.7592354827521204,-0.7175922458090511,10.775630795872448,7.26742725621119
2025-05-01,338.598,131.223,52.2,97.9009,393159570,95.3004,75218914,0.2519637480125736,-0.9966501690004792,2.8798006806028287,-0.9136695536610784,1.7582499820703257,3.799729446541722
2025-06-01,339.498,130.844,60.7,96.9687,343229240,112.087,80197025,0.2658019244059284,-0.2888213194333411,2.968669436777782,-0.51777228663753,-0.952187364978252,17.614406655166203
2025-07-01,340.036,129.19,61.7,97.167,289967060,103.3353,57246959,0.15846926933296146,-1.2641007612118171,2.8663393443267626,-0.213183384054505,0.2044989775051187,-7.8079527509880675
2025-08-01,341.295,131.989,58.2,96.4013,397882612,107.1377,66311657,0.3702549141855638,2.166576360399408,3.1882086167800416,0.23237623687188957,-0.7880247409099761,3.679671903018611
2025-09-01,342.405,135.424,55.1,102.4451,326721136,101.8084,66687481,0.3252318375598806,2.6024896014061882,3.10825907980834,-0.08337206814374998,6.269417528601773,-4.974252760699538
2025-10-01,342.405,135.424,53.6,100.5763,348809302,97.7834,65954639,0.0,0.0,2.9238482857297354,1.685701199138001,-1.824196569674874,-3.953504818855813
2025-11-01,341.721,129.763,51.0,109.8506,391362140,108.5171,53663799,-0.1997634380338953,-4.180204395085063,2.6485112825318957,0.1706010405891467,9.221158463773271,10.977016548821172
2025-12-01,343.795,128.122,52.9,110.9682,440249784,131.5903,101169742,0.6069278739088357,-1.2646131794116888,3.0665595414400837,0.6030434850888167,1.0173817894485682,21.262271107502894
